,BOROUGH,COMFORTSTA,EAPPLY,GISPROPNUM,LOCATION,SHAPE_area,SHAPE_len,SIGNNAME,TYPECATEGO,WATERFRONT
1112,R,N-CONFSTA-PARK,Freshkills Park,R017,"Victory Blvd., W. Shore Exwy., Richmond Ave. bet. Sign Rd., Travis Ave. and Arthur Kill Rd.",39784243.6971,74774.1341894,Freshkills Park,Undeveloped,Y
1113,X,N-CONFSTA-PARK,P.S. 29 Ball Field,X354,E 157 St bet. Melrose Ave and Cortlandt Ave,48226.8591514,879.348959662,P.S. 29 Ball Field,Jointly Operated Playground,N
1114,B,N-CONFSTA-PARK,Ocean Parkway Malls,B065,Park Circle To Coney Island Concourse,1471705.35094,105484.196996,Ocean Parkway Malls,Mall,N
1115,B,N-CONFSTA-PARK,Bushwick Inlet Park,B529,Kent Ave. between N. 9 St. and  N. 12 St.,393617.772422,4147.8687909,Bushwick Inlet Park,Recreation Field/Courts,Y
1116,B,N-CONFSTA-PARK,Eastern Parkway,B029,Eastern Pkwy. bet. Grand Army Plaza and Ralph Ave.,1142778.69374,93969.8471965,Eastern Parkway,Parkway,N
1117,B,Y-CONFSTA-ZONE,Prospect Park,B073,"Prospect Park W, Parkside Ave. bet. Flatbush Ave., Ocean Ave. and Prospect Park SW",20850023.4508,19785.7019015,Prospect Park,Flagship Park,N
1118,B,Y-CONFSTA-PARK,Coffey Park,B077,Verona St. bet. Richard St. and Dwight St.,361484.786915,2448.68906815,Coffey Park,Neighborhood Park,N
1119,X,Y-CONFSTA-PARK,Van Cortlandt Park,X092,"NYC - Westchester County Line, Van Cortlandt Park S. bet. Broadway and Jerome Ave.",46911534.4249,110988.180688,Van Cortlandt Park,Flagship Park,N
1120,B,Y-CONFSTA-PARK,Owl's Head Park,B066,"Shore Rd., 68 St., Colonial Rd.",1054557.47922,4247.91336472,Owl's Head Park,Neighborhood Park,N
1121,R,N-CONFSTA-PARK,LaTourette Park & Golf Course,R013,"Forest Hill Rd., London Rd., Rockland Ave., Arthur Kill Rd.",36763363.5659,45236.1040225,LaTourette Park & Golf Course,Flagship Park,N
1122,R,N-CONFSTA-PARK,Richmond Parkway,R065,Staten Island Exwy. To West Shore Exwy.,10563353.5353,152634.738605,Richmond Parkway,Parkway,N
1123,B,Y-CONFSTA-PARK,Sunset Park,B087,"41 St., 44 St., bet. 5 Ave. and 7 Ave.",1019193.78749,4305.40114948,Sunset Park,Community Park,N
1124,R,N-CONFSTA-PARK,Maple Woods,R032,Richmond Rd. bet.ween Pierce St. and Steuben St.,33363.5955857,833.12256731,Maple Woods,Undeveloped,N
1125,R,Y-CONFSTA-PARK,Levy Playground,R033,Jewett Ave. and Castleton Ave.,21295.5466505,596.978980914,Levy Playground,Playground,N
1126,R,Y-CONFSTA-PARK,McDonald Playground,R034,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",58925.5238435,1148.7715627,McDonald Playground,Recreation Field/Courts,N
1127,R,Y-CONFSTA-PLGD,De Matti Playground,R035,"Tompkins Ave., bet.ween Chestnut St. and Shaughnessy La.",101749.838692,1627.10022316,De Matti Playground,Neighborhood Park,N
1128,R,N-CONFSTA-PARK,Mariners Harbor Playground,R036,Harbor Rd. at Richmond Terr.,11823.4423917,436.433966788,Mariners Harbor Playground,Neighborhood Park,N
1129,R,N-CONFSTA-PARK,Liotti Ikefugi Playground,R037,"Winter Ave., bet.ween Bismark Ave. and Westervelt Ave.",17802.645076,555.093973154,Liotti Ikefugi Playground,Neighborhood Park,N
1130,R,N-CONFSTA-PARK,Midland Playground,R038,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",73254.4234411,1327.76882972,Midland Playground,Jointly Operated Playground,N
1131,R,Y-CONFSTA-PARK,Midland Field,R038A,"Midland Ave., Mason Ave., Bedford Ave., Boundary Ave.",325120.587225,2676.55905176,Midland Field,Jointly Operated Playground,N
1132,R,N-CONFSTA-PARK,Park,R038B,"Boundary Ave., Midland Ave., Lincoln Ave., Poultney St.",251138.840423,2224.79946022,Park,Nature Area,N
1133,R,N-CONFSTA-PARK,Kaltenmeier Playground,R042,Virginia Ave. and Anderson St.,44352.7923975,1587.09476938,Kaltenmeier Playground,Neighborhood Park,N
1134,R,Y-CONFSTA-ZONE,Franklin D Roosevelt Boardwalk and Beach,R046,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",28067910.4039,32867.0062869,Franklin D. Roosevelt Boardwalk and Beach,Waterfront Facility,Y
1135,R,N-CONFSTA-PARK,Bedford Green,R049,"Waverly Pl., Targee St.",4981.85042511,293.734767087,Bedford Green,Undeveloped,N
1136,B,Y-CONFSTA-ZONE,Shore Road Park and Parkway,B082,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge",3789322.66201,70388.4307649,Shore Park and Parkway,Community Park,Y
1137,B,N-CONFSTA-PARK,Lowry Triangle,B089,"Pacific St., Washington Ave., Underhill Ave.",4894.64970278,387.339657746,Lowry Triangle,Triangle/Plaza,N
1138,B,N-CONFSTA-PARK,Sobel Playground,B090,"Lee Ave., Division Ave., Roebling St.",5146.19398801,346.126935147,Sobel Playground,Playground,N
1139,R,N-CONFSTA-PARK,Carlton Park,R053,"Foste Rd., Carlton Ave., Drumgoole Rd. W.",99700.7339864,1387.39783608,Carlton Park,Neighborhood Park,N
1140,R,N-CONFSTA-PARK,Von Briesen Park,R059,"Tompkins Ave., Bay St. bet. School Rd., North Rd.",607141.121118,7403.40264676,Von Briesen Park,Neighborhood Park,Y
1141,R,Y-CONFSTA-PARK,Stapleton Playground,R061,"Tompkins Ave., Broad St. and Hill St.",178465.170114,1761.56176791,Stapleton Playground,Jointly Operated Playground,N
1142,R,Y-CONFSTA-PARK,Arrochar Playground,R062,"Sand La., Major Ave. and Mcfarland Ave.",38863.0323165,826.809401633,Arrochar Playground,Jointly Operated Playground,N
1143,R,Y-CONFSTA-PARK,Old Town Playground,R063,Parkinson Ave. at Kramer St.,66832.0096731,1042.24629107,Old Town Playground,Jointly Operated Playground,N
1144,R,Y-CONFSTA-PARK,Toad Hall Playground,R064,"Schmidts La., Manor Rd. and Laguardia Ave.",49901.6845942,923.611285359,Toad Hall Playground,Neighborhood Park,N
1145,B,N-CONFSTA-PARK,Sgt. Joyce Kilmer Triangle,B094,"E. 12 St., Kings Hwy., Quentin Rd.",33.371028105,34.2256444607,Sgt. Joyce Kilmer Triangle,Triangle/Plaza,N
1146,B,N-CONFSTA-PARK,Ennis Playground,B095,"11 St., 12 St. bet. 2 Ave. and 3 Ave.",26805.8547753,728.625776706,Ennis Playground,Playground,N
1147,B,N-CONFSTA-PARK,Sledge Playground,B097,E. 95 St. bet. Ave. L and Ave. K,14583.3703653,491.266652334,Sledge Playground,Playground,N
1148,B,N-CONFSTA-PARK,Martin Luther Playground,B098,2 Ave. bet. 55 St. and 56 St.,41532.4423975,815.241284549,Martin Luther Playground,Playground,N
1149,B,N-CONFSTA-PARK,Lt. Petrosino Park,B099,"16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.",39615.2943253,821.142414195,Lt. Joseph Petrosino Park,Playground,N
1150,B,Y-CONFSTA-PLGD,Seth Low Playground,B100,W. 12 St. bet. Bay Pkwy. and Ave. P,214027.038871,2463.59385385,Seth Low Playground/ Bealin Square,Neighborhood Park,N
1151,R,Y-CONFSTA-PARK,Grandview Playground (The Big Park),R068,"Grandview Ave., at Continental Pl.",131184.584339,1424.76510208,Grandview Playground,Neighborhood Park,N
1152,R,Y-CONFSTA-PARK,Terrace Playground,R069,"Foote Ave., Howard Ave., Martha St., Clove Rd.",83761.0557777,1413.07655141,Terrace Playground,Jointly Operated Playground,N
1153,R,N-CONFSTA-PARK,Wolfe's Pond Park,R031,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",13177796.6189,37566.4792549,Wolfe's Pond Park,Community Park,Y
1154,R,N-CONFSTA-PARK,Willowbrook Park,R030,"Richmond Ave., Victory Blvd., Ashworth Ave., and Forest Hill Rd.",9363109.21871,19748.2997976,Willowbrook Park,Nature Area,N
1155,R,N-CONFSTA-PARK,Clove's Tail,R070,Little Clove Rd. bet.ween Windsor Rd. and Victory Blvd.,86378.8654734,1271.98240546,Clove's Tail,Undeveloped,N
1156,B,Y-CONFSTA-PARK,Crispus Attucks Playground,B102,Classon Ave. bet. Fulton St. and Lefferts Pl.,40519.1416047,945.374501707,Crispus Attucks Playground,Playground,N
1157,B,Y-CONFSTA-PARK,Cypress Hills Playground,B103,Euclid Ave. bet. Dumont Ave. and Blake Ave.,214501.166366,1855.55269376,Cypress Hills Playground,Neighborhood Park,N
1158,B,N-CONFSTA-PARK,Taaffe Playground,B105,Taaffe Pl. bet. Park Ave. and Myrtle Ave.,80118.7639346,1735.6439212,Taaffe Playground,Neighborhood Park,N
1159,B,N-CONFSTA-PARK,Scarangella Park,B106A,"W. 13 St., Stillwell Ave. bet. Ave. U and Ave. V",142663.348331,1805.55028366,Scarangella Park,Neighborhood Park,N
1160,B,N-CONFSTA-PARK,Lafayette Playground,B106B,"Stillwell Ave., Benson Ave., Bay 43 St.",54329.3764295,1110.59173415,Lafayette Playground,Jointly Operated Playground,N
1161,B,N-CONFSTA-PARK,Lion's Pride Playground,B107,Riverdale Ave. bet. Van Sinderen Ave. and Snediker Ave.,39142.5451588,877.660168839,Lion's Pride Playground,Playground,N
1162,B,Y-CONFSTA-PARK,Bill Brown Playground,B109,"Ave. Y, Ave. X bet. E. 24 St. and Bedford Ave.",143928.478734,1815.58729328,Bill Brown Playground,Neighborhood Park,N
1163,B,N-CONFSTA-PARK,Williamsburg Bridge Playground,B112,S. 5 St. bet. Wythe Ave. and Berry St.,45400.3991944,889.605944591,Lot,Lot,N
1164,B,Y-CONFSTA-PARK,Cadman Plaza Park,B113A,"Cadman Plaza West, Cadman Plaza East bet. BQE and Tillary St.",431090.742921,4444.40516959,Cadman Plaza Park,Neighborhood Park,N
1165,B,N-CONFSTA-PARK,Walt Whitman Park,B113E,"Cadman Plaza East, Adams St. bet. Red Cross Pl. and Tillary St.",111884.978775,1418.534709,Walt Whitman Park,Triangle/Plaza,N
1166,B,N-CONFSTA-PARK,Korean War Veterans Plaza,B113B,"Cadman Plaza West, Cadman Plaza East bet. Tillary St. and Johnson St.",52518.3825407,951.727863407,Korean War Veterans Plaza,Triangle/Plaza,N
1167,B,N-CONFSTA-PARK,Columbus Park,B113C,"Adam St., Court St., Cadman Plaza West bet. Johnson St. and Fulton St.",236560.120359,2892.50469766,Columbus Park,Triangle/Plaza,N
1168,R,N-CONFSTA-PARK,Great Kills Park,R071,"Hillcrest Ave., N/o Highmount Rd.",46392.1316291,914.072702953,Great Kills Park,Jointly Operated Playground,N
1169,R,N-CONFSTA-PARK,Clawson Playground,R072,"Adelaide Ave., Clawson St.",156540.156973,2129.44083178,Clawson Playground,Jointly Operated Playground,N
1170,R,N-CONFSTA-PARK,Naples Playground,R073,"Targee St, Stanwich St. Rome Ave.",208419.456875,1864.27482718,Naples Playground,Jointly Operated Playground,N
1171,R,N-CONFSTA-PARK,Father Macris Park,R075A,"S/s Of SI Expressway., Exit 6, Fahy Ave., Lamberts La.",586736.607342,3712.15897631,Father Macris Park,Recreation Field/Courts,N
1172,R,N-CONFSTA-PARK,Sports Park,R075D,"SI Expressway, Manor Rd. and Schmidts La.",202457.758424,2036.75675723,Sports Park,Recreation Field/Courts,N
1173,R,N-CONFSTA-PARK,Strip,R075E,"SI Expressway, Slosson Ave. to Bristol Ave.",4955.52239052,4469.71949493,Park,Strip,N
1174,R,N-CONFSTA-PARK,Strip,R075F,"SI Expressway, Slosson Ave. to Schmidts La.",3102.76334652,2458.79580036,Park,Strip,N
1175,R,N-CONFSTA-PARK,Bradys Pond Park,R075G,"SI Expressway, Hylan Blvd., Narrows Rd. S.",278872.546883,2822.2728465,Bradys Pond Park,Nature Area,N
1176,R,N-CONFSTA-PARK,Markham Playground,R076,"Willowbrook Pkwy., Forest Ave. to Houston St.",123563.976637,2578.32652112,Markham Playground,Jointly Operated Playground,N
1177,R,N-CONFSTA-PARK,St George Park,R077,Stuyvesant Pl. bet.ween Wall St. and Hamilton Ave.,4001.54531749,256.713500673,St. George Park,Triangle/Plaza,N
1178,R,N-CONFSTA-PARK,Northerleigh Park,R078,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,172298.652303,2225.46254151,Northerleigh Park,Neighborhood Park,N
1179,Q,N-CONFSTA-PARK,Jamaica Bay Park,Q309,Mott Basin to the City Line,6413722.19183,21285.7699877,Jamaica Bay Park,Nature Area,Y
1180,Q,N-CONFSTA-PARK,Rockaway Community Park,Q371,"Almeda Ave., Norton Ave. bet. Beach 58 St., Sommerville Basin and Beach 49 St., Conch Basin",12281379.3245,24367.4017025,Rockaway Community Park,Community Park,Y
1181,B,Y-CONFSTA-PARK,Monsignorsgr. McGolrick Park,B114,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",394592.81746,2636.53260699,Msgr. McGolrick Park,Neighborhood Park,N
1182,B,N-CONFSTA-PARK,Cohn Triangle,B115,Bedford Ave. at Division Ave.,2319.10175545,221.118756461,Cohn Triangle,Triangle/Plaza,N
1183,B,N-CONFSTA-PARK,Zion Triangle,B116,"Pitkin Ave., E. New York Ave. bet. Crafton St. and Legon St.",8965.76993606,501.5071852,Zion Triangle,Triangle/Plaza,N
1184,B,N-CONFSTA-PARK,Alben Triangle,B123,"46 St., 11 Ave., New Utrecht Ave.",460.329973651,107.230286351,Alben Triangle,Triangle/Plaza,N
1185,R,N-CONFSTA-PARK,Lemon Creek Park,R079,Hylan Blvd. from Sharrott Ave. to Seguine Ave.,4554018.8333,14234.8550236,Lemon Creek Park,Waterfront Facility,Y
1186,R,N-CONFSTA-PARK,Annadale Green,R080,"Annadale Rd., Jefferson Blvd., N. Railroad St.",12253.1224306,454.774611427,Annadale Green,Neighborhood Park,N
1187,B,Y-CONFSTA-PARK,William Sheridan Playground (PS 84),B124,Wythe Ave. bet. Grand St. and S. 1 St.,50594.5747358,893.576331657,William Sheridan Playground,Jointly Operated Playground,N
1188,B,N-CONFSTA-PARK,D'Eemic Playground,B210B,3 Ave. bet. 35 St. and 34 St.,51638.6957699,973.782857251,D'Emic Playground,Playground,N
1189,B,Y-CONFSTA-PARK,Newport Playground (PS 41),B339,Riverdale Ave. between Thatpord Ave. and Osborn St.,39330.7622313,793.308421914,Newport Playground,Jointly Operated Playground,N
1190,Q,N-CONFSTA-PARK,Strip,Q360L,Queens-Midtown Exwy. bet. 84 Pl. and 85 St.,462.133909341,449.272589443,Park,Strip,N
1191,Q,N-CONFSTA-PARK,Strip,Q360Y2,Behind overpass at 58 Rd. and LIE Sr. Rd. S.,105.317362087,192.164524489,Park,Strip,N
1192,Q,N-CONFSTA-PARK,N/A,Q360W,LIE Srv. Rd. S. at 86 St.,50.5000364199,50.3924688569,Park,Strip,N
1193,Q,N-CONFSTA-PARK,N/A,Q360I,82 St. bet. Queens Midtown Exwy. and 58 Ave.,596.26368847,629.005507024,Park,Strip,N
1194,Q,N-CONFSTA-PARK,Park,Q496,Beach Channel Dr. bet. Beach 116 St. and Beach 108 St.,602275.966134,4908.96165662,Park,Undeveloped,Y
1195,Q,N-CONFSTA-PARK,Park,Q500,"54 Ave., Jay Ave., and 69 St.",843.452633862,118.81831802,Park,Triangle/Plaza,N
1196,R,N-CONFSTA-PARK,Blueberry Park,R165,Arden Ave. at Blueberry Lane,31564.7678306,872.783525198,Blueberry Park,Neighborhood Park,N
1197,B,N-CONFSTA-PARK,Park,B537,Grand Ave. bet. Putnam Ave. and Fulton St.,574.153203243,129.649041862,Park,Triangle/Plaza,N
1198,X,N-CONFSTA-PARK,A. Badillo Community Rose Garden,X350,Melrose Ave. bet. E. 162 St. and E. 163 St.,11956.6558265,553.927839849,A. Badillo Community Rose Garden,Garden,N
1199,X,N-CONFSTA-PARK,811 Family and Friends Garden,X351,Courtlandt Ave. bet. E. 158 St. and E. 159 St.,2801.02117803,256.856237556,811 Family and Friends Garden,Garden,N
1200,B,N-CONFSTA-GREENST,Sixteen Lindens Triangle,B166E,"E. 16 St., Shore Pkwy., Bay Ct.",10710.6794879,519.728959079,Sixteen Lindens Triangle,Triangle/Plaza,N
1201,B,N-CONFSTA-PARK,Howard Malls,B182,"Blake Ave., Tapscott St., Howard Ave.",2543.01781407,274.932294194,Howard Malls,Triangle/Plaza,N
1202,B,N-CONFSTA-PARK,Harmony Triangle,B194,"Middleton St., Harrison Ave., Union Ave.",3734.83660217,245.611064762,Harmony Triangle,Triangle/Plaza,N
1203,B,N-CONFSTA-PARK,Corporal Wiltshire Square,B205,"Ave. P, Kings Hwy., Ocean Ave.",3197.31399312,337.679324615,Corporal Wiltshire Square,Triangle/Plaza,N
1204,B,N-CONFSTA-GREENST,Samuel Goldberg Triangle,B231,"65 St., Ave. O, W. 3 St.",672.573718822,120.029507382,Samuel Goldberg Triangle,Triangle/Plaza,N
1205,B,N-CONFSTA-PARK,Sam Leggio Triangle,B278,"Highland Pl. at Etna St., Forcetube Ave.",618.836156947,122.298585158,Sam Leggio Triangle,Triangle/Plaza,N
1206,X,N-CONFSTA-PARK,Bell Tower Park,X110D,"Riverdale Ave., Henery hudson Pkwy., W. 239 St.",4892.82121831,254.054966002,Bell Tower Park,Triangle/Plaza,N
1207,X,N-CONFSTA-PARK,Mohegan Triangle,X334,"Mohegan Ave., Crotona Pkwy., E. 179 St.",4693.04477445,360.362882491,Mohegan Triangle,Neighborhood Park,N
1208,X,N-CONFSTA-PARK,Latinos Unidos Garden,X337,E. 157 St. bet. Melrose Ave and Elton Ave.,5055.39838854,303.19598813,Latinos Unidos Garden,Garden,N
1209,Q,N-CONFSTA-PARK,Strip,Q357A,"LIE Exit 19, Westbound bet. 92 St. and 94 St.",1440.19562766,1344.12829723,Park,Strip,N
1210,Q,N-CONFSTA-PARK,Park,Q133A,Hempstead Ave. bet. Cross Is. Pkwy. and 225 St.,84242.900505,1038.23481624,Park,Recreation Field/Courts,N
1211,Q,N-CONFSTA-PARK,Hempstead Bench Spread,Q133B,104 Ave. bet. 225 St. and 227 St.,11973.6906234,599.048236741,Hempstead Bench Spread,Triangle/Plaza,N
1212,B,N-CONFSTA-PARK,Welcome Home Garden,B538,Halsey St. bet. Patchen Ave. and Ralph Ave.,2605.45199317,256.581795638,Welcome Home Garden,Garden,N
1213,B,N-CONFSTA-PARK,Sumpter Community Garden,B525,Sumpter St. bet. Howard Ave. and Saratoga Ave.,2347.39882953,250.12029557,Sumpter Community Garden,Garden,N
1214,B,N-CONFSTA-PARK,Harold Ickes Playground,B210H,Hamitlon Ave. ber. Van Brunt St. and Woodull St.,53570.5161752,1826.97958775,Harold Ickes Playground,Neighborhood Park,N
1215,B,N-CONFSTA-PARK,Gonzalo Plasencia Playground (JHS 136),B210I,3 Ave. bet. 40 St. and 41 St.,53077.4515094,1048.13005577,Gonzalo Plasencia Playground,Jointly Operated Playground,N
1216,B,Y-CONFSTA-PARK,Pena Herrera Park (PS 1),B210J,3 Ave. bet. 47 St. and 46 St.,48245.1043337,882.122072584,Pena Herrera Park,Jointly Operated Playground,N
1217,R,N-CONFSTA-PARK,North Shore Esplanade,R083,Richmond Ter. to Bank St. at Jersey St.,31611.6843081,2017.61655392,North Shore Esplanade,Undeveloped,Y
1218,R,N-CONFSTA-PARK,Prescott Playground,R085,Edith Ave. at Irvington St.,48998.6851849,946.932190556,Prescott Playground,Jointly Operated Playground,N
1219,R,N-CONFSTA-PARK,Davis Playground,R086,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",41373.3384948,996.207877754,Davis Playground,Jointly Operated Playground,N
1220,R,Y-CONFSTA-PARK,Dongan Playground,R087,Mason Ave. bet.ween Buel Ave. and Dongan Hills Ave.,56332.4780453,1288.11813563,Dongan Playground,Jointly Operated Playground,N
1221,R,N-CONFSTA-PARK,Inwood Park (Greencroft),R089,Greencroft Ave. bet.ween Ainsworth Ave. and Redgrave Ave.,140715.583925,1552.4090736,Greencroft Playground,Jointly Operated Playground,N
1222,R,Y-CONFSTA-PARK,Lieutenant John H. Martinson Playground,R090,Preston Ave. bet.ween Koch Blvd. and Osborne St.,59927.701409,1030.59943159,Lieutenant John H. Martinson Playground,Jointly Operated Playground,N
1223,R,N-CONFSTA-PARK,Park,R094,"Drumgoole Rd. W, Carlton Ave. and Vernon Ave.",51315.5489644,1244.24349805,Park,Undeveloped,N
1224,R,N-CONFSTA-PARK,Park,R095,"Drumgoole Rd. W., Darlington Ave., Nippon Ave.",27311.300298,781.511914175,Park,Nature Area,N
1225,R,N-CONFSTA-PARK,Park,R096,"Drumgoole Rd. W., Edgegrove Ave., Delmar Ave.",7963.95423539,452.195105985,Park,Undeveloped,N
1226,R,N-CONFSTA-PARK,Ida Court,R097,"Drumgoole Rd. E., N. Railroad St., Ida Ct.",69716.9276814,1441.34233258,Ida Court,Playground,N
1227,M,Y-CONFSTA-PARK,Riverside Park,M071,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",9344540.72841,121948.637917,Riverside Park,Community Park,Y
1228,B,N-CONFSTA-PARK,Admiral Triangle,B210F,"Hamilton Ave., Nelson St. Clinton St.",12229.4644172,533.512166428,Admiral Triangle,Playground,N
1229,B,N-CONFSTA-PARK,Cough Triangle,B210C,"Hamilton Ave., Court St. Garnet St.",1669.40875159,197.463794871,Cough Triangle,Triangle/Plaza,N
1230,R,N-CONFSTA-PARK,Park,R098,"Drumgoole Rd. E., from Huguenot Ave. to Ida Ct.",254777.930035,5185.2207654,Park,Parkway,N
1231,R,N-CONFSTA-PARK,Park,R099,"Drumgoole Rd. E., Albee Ave., Ionia Ave.",24157.020617,665.291870976,Park,Nature Area,N
1232,R,N-CONFSTA-PARK,Park,R100,"Drumgoole Rd. W., Grantwood Ave., Carlton Ave., Rathbun Ave.",29511.9128074,855.259553311,Park,Nature Area,N
1233,B,N-CONFSTA-PARK,Park,B210D,"Hamilton Ave., bet. Prospect Exwy. and 18 St.",39273.9339251,1367.87469659,Park,Undeveloped,N
1234,B,N-CONFSTA-PARK,John Allen Payne Park,B210A,3 Ave. bet. 64 St. and 65 St.,58869.4774358,1066.47532688,John Allen Payne Park,Playground,N
1235,R,N-CONFSTA-PARK,Genesee Park,R101,"Drumgoole Rd. E., Annadale Rd., Genesee Ave.",150907.016826,1952.32726301,Wegener Park,Nature Area,N
1236,R,N-CONFSTA-PARK,Strip,R102,W/s Drumgoole Rd. W. bet.ween Belfield Ave. and Jefferson Blvd.,252.892449825,498.696055213,Park,Strip,N
1237,R,N-CONFSTA-PARK,Strip,R103,E/s Drumgoole Rd. W. bet.ween Belfield Ave. and Jefferson Blvd.,241.761534587,485.658880605,Park,Strip,N
1238,R,Y-CONFSTA-PARK,South Shore Country Club,R104,"S/s West Shore Exwy., Huguenot Ave., Alverson Ave., W. Castor Pl.",7579153.55764,12651.1550542,South Shore Country Club,Recreation Field/Courts,N
1239,R,N-CONFSTA-PARK,Alice Austen Park,R117,"Edgewater St., Hylan Blvd., Abbott St.",676228.104553,4470.10159325,Alice Austen Park,Historic House Park,Y
1240,B,N-CONFSTA-PARK,GrAavesend Triangle,B213,"Gravesend Neck Rd., E. 2 St., Ave. V",3334.13687012,267.509871991,Gravesend Triangle,Triangle/Plaza,N
1241,B,N-CONFSTA-PARK,Decatur Playground (PS 35),B215,"Decatur St., Macdonough St. bet. Lewis Ave. and Marcus Garvey Blvd.",34967.8928744,789.438587752,Decatur Playground,Jointly Operated Playground,N
1242,B,Y-CONFSTA-PARK,Raymond Bush Playground (PS 44),B216,Marcus Garvey Blvd. bet. Monore St. and Madison St.,79504.3261803,1191.94037189,Raymond Bush Playground,Jointly Operated Playground,N
1243,B,N-CONFSTA-PARK,Marcy Playground,B217,Myrtle Ave. bet. Nostrand Ave. and Marcy Ave.,141028.701299,2094.1401897,Marcy Playground,Community Park,N
1244,B,Y-CONFSTA-PARK,Paerdegat Park,B218,"Albany Ave., E. 40 St. bet. Farragut Rd. and Foster Ave.",155724.908136,1949.22777601,Paerdegat Park,Community Park,N
1245,R,N-CONFSTA-PARK,Bloomingdale Park,R106,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",6011582.6761,17475.0266133,Bloomingdale Park,Community Park,N
1246,R,N-CONFSTA-PARK,New Dorp Park CLOSED,R107,"8 St., bet.ween Allison Ave. and Beach Ave.",34221.3368955,798.924089582,New Dorp Park,Nature Area,N
